Title,Title_link,Thumbnail,brand-title,price-sup,Price,comment-star__count,Headline,Field1,Field2,Field3
CAPLICO Chocolate Strawberry Egg Roll 1pc,https://www.yamibuy.com/en/p/glico-caplico-chocolate-strawberry-egg-roll-1pc/3017027771,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GLICO,,,,CAPLICO Chocolate Strawberry Egg Roll 1pc,Be the first!,Japan,
Butter Eggrolls (Original) 140g/jar,https://www.yamibuy.com/en/p/king-of-beard-butter-eggrolls-original-140g-jar/3017026221,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KING OF BEARD,,,,Butter Eggrolls (Original) 140g/jar,4,China,4.5
Valentine Day Limited Egg Roll Gift Box 10pc,https://www.yamibuy.com/en/p/yoku-moku-valentine-day-limited-egg-roll-gift-box-10pc/3017021141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,,,,Valentine Day Limited Egg Roll Gift Box 10pc,Be the first!,Japan,
Casual Gift  Butter Biscuit Baton 10pc,https://www.yamibuy.com/en/p/yoku-moku-casual-gift-butter-biscuit-baton-10pc/3017034521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Yoku Moku,,,,Casual Gift  Butter Biscuit Baton 10pc,Be the first!,Japan,
Sour Cream Onion Crisp 95g,https://www.yamibuy.com/en/p/calbee-sour-cream-onion-crisp-95g/3017033211,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CALBEE,,,,Sour Cream Onion Crisp 95g,2,Japan,4.5
Crispy Fried Dough Twist Sesame Sweet Taste 160g,https://www.yamibuy.com/en/p/bestore-crispy-fried-dough-twist-sesame-sweet-taste-160g/3017027181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BESTORE,,$6.99,,Crispy Fried Dough Twist Sesame Sweet Taste 160g,2,China,5
Butter Eggrolls (Original&Rye Iron Box) 300g 15pcs,https://www.yamibuy.com/en/p/king-of-beard-butter-eggrolls-original-rye-iron-box-300g-15pcs/3017026201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,KING OF BEARD,,,,Butter Eggrolls (Original&Rye Iron Box) 300g 15pcs,Be the first!,China,
Coconut Town Coconut  Wafer Roll 150g,https://www.yamibuy.com/en/p/coconut-town-coconut-wafer-roll-150g/1017017021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,椰乡春光,Buy $150 get 1 free gift,$3.99,,Coconut Town Coconut  Wafer Roll 150g,2,China,5
Quadratini Blueberry Yogurt Wafer 220g,https://www.yamibuy.com/en/p/loacker-quadratini-blueberry-yogurt-wafer-220g/1017016901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$5.29,,Quadratini Blueberry Yogurt Wafer 220g,Be the first!,Itlay,
Japanese Kit Kat Coffee Chocolate Wafer 12pc,https://www.yamibuy.com/en/p/kitkat-coffee-chocolate-wafer-12pc/1018046381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$6.99,6,Japanese Kit Kat Coffee Chocolate Wafer 12pc,6,Japan,4.5
Japanese Kit Kat 10 Limited Flavor Wafer 25pc,https://www.yamibuy.com/en/p/10-limited-flavor-wafer-christmas-package-25pc/1018046311,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,,,Japanese Kit Kat 10 Limited Flavor Wafer 25pc,Be the first!,Japan,
Quadratini Bite Size Wafer Cookies Express Flavor 220g,https://www.yamibuy.com/en/p/loacker-quadratini-bite-size-wafer-cookies-express-flavor-220g/1017005181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$5.29,39,Quadratini Bite Size Wafer Cookies Express Flavor 220g,39,Itlay,4.9
Quadratini Bite Size Wafer Cookies Matcha Green Tea 220g,https://www.yamibuy.com/en/p/quadratini-bite-size-wafer-cookies-matcha-green-tea-220g/1017043261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$4.99,,Quadratini Bite Size Wafer Cookies Matcha Green Tea 220g,Be the first!,Itlay,
Quadratini Bite Size Wafer Cookies Hazelnut Flavor 250g,https://www.yamibuy.com/en/p/loacker-quadratini-bite-size-wafer-cookies-hazelnut-flavor-250g/1017005161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$5.29,68,Quadratini Bite Size Wafer Cookies Hazelnut Flavor 250g,68,Itlay,4.9
Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,https://www.yamibuy.com/en/p/loacker-quadratini-bite-size-wafer-cookies-chocolate-flavor-250g/1017005201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$5.29,32,Quadratini Bite Size Wafer Cookies Chocolate Flavor 250g,32,Itlay,4.9
【BOURBON X Demon Slayer: Kimetsu no Yaiba】Petite Kokuto Kinako Wafer 42g,https://www.yamibuy.com/en/p/petite-kokuto-kinako-wafer-42g/1016088811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,$1.69,2,【BOURBON X Demon Slayer: Kimetsu no Yaiba】Petite Kokuto Kinako Wafer 42g,2,Japan,3.5
Wafer Chocolate Flavor,https://www.yamibuy.com/en/p/236600/1017037271,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,Buy $150 get 1 free gift,$1.39,1,Wafer Chocolate Flavor,1,Korea,5
Strawberry Wafer 300g,https://www.yamibuy.com/en/p/strawberry-wafer-gift-box-300g/1017036821,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,Buy $150 get 1 free gift,$6.99,,Strawberry Wafer 300g,1,Hong Kong,5
Cocoa & Milk Wafer 175g,https://www.yamibuy.com/en/p/loacker-coco-mike-wafer-175g/1017034021,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$3.09,,Cocoa & Milk Wafer 175g,4,Itlay,5
Party Wafer Vanilla 250g,https://www.yamibuy.com/en/p/gastone-lago-party-wafer-vanilla-250g/1016066511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GASTONE LAGO,Buy $150 get 1 free gift,$4.29,,Party Wafer Vanilla 250g,4,New Zealand,5
Korean Wafer Roll Sea Lettuce Flavor 210g,https://www.yamibuy.com/en/p/korean-wafer-roll-sea-lettuce-flavor-210g/1017028901,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JAYONE,Buy $150 get 1 free gift,,,Korean Wafer Roll Sea Lettuce Flavor 210g,11,Korea,3.8
Chocolate Wafer 300g,https://www.yamibuy.com/en/p/chocolate-wafer-gift-box-300g/1017036811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GARDEN,Buy $150 get 1 free gift,$6.99,,Chocolate Wafer 300g,Be the first!,Hong Kong,
Wafer Roll Peanut Flavor 400g,https://www.yamibuy.com/en/p/wafer-roll-peanut-400g/1016085811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Healthful,Buy $150 get 1 free gift,$14.99,2,Wafer Roll Peanut Flavor 400g,2,Taiwan,5
Wafer with Chocolate 6pc,https://www.yamibuy.com/en/p/pakila-wafers-with-chocolate-6pcs/1017037881,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,,17,Wafer with Chocolate 6pc,17,Japan,4.8
3+2 Wafer Rolls Vanilla Flavor 55g,https://www.yamibuy.com/en/p/master-kong-3-2-wafer-rolls-vanilla-flavor-55g/1016020141,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,Buy $150 get 1 free gift,$1.69,44,3+2 Wafer Rolls Vanilla Flavor 55g,44,China,4.8
Chocolate Wafer Pudding Flavor 12pc,https://www.yamibuy.com/en/p/chocolate-pudding-flavor-12pcs/1018040851,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,18,Chocolate Wafer Pudding Flavor 12pc,18,Japan,4.7
New Wafer Pie White Chocolate Green Tea Wafer pie 225g,https://www.yamibuy.com/en/p/77-new-wafer-pie-white-chocolate-green-tea-wafer-pie-225g/1016007081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,77,Buy $150 get 1 free gift,$4.99,15,New Wafer Pie White Chocolate Green Tea Wafer pie 225g,15,Taiwan,4.2
Raisin Wafer 124g,https://www.yamibuy.com/en/p/kekou-raisin-wafer-124g/1016008801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LUCKY,Buy $150 get 1 free gift,$1.59,20,Raisin Wafer 124g,20,Taiwan,4.3
Chocolate Wafer Oat Flavor 14pc,https://www.yamibuy.com/en/p/kit-kat-14/1018039461,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,20,Chocolate Wafer Oat Flavor 14pc,20,Japan,4.7
Chocolate Wafer Strawberry Flavor 10pc,https://www.yamibuy.com/en/p/chocolate-strawberry-flavor-10pcs/1018040861,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,11,Chocolate Wafer Strawberry Flavor 10pc,11,Japan,5
Protein 15 Wafer Cacao Flavor 6 Pieces,https://www.yamibuy.com/en/p/protein-15-wafer-cacao-flavor-6-pieces/1017039191,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HEALTHY CLUB,Buy $150 get 1 free gift,$2.39,3,Protein 15 Wafer Cacao Flavor 6 Pieces,3,Japan,4.3
Deka Choco Nut Wafer Roll 360g,https://www.yamibuy.com/en/p/dua-kelinci-deka-choco-nut-wafer-roll-360g/1016026801,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DUA KELINCI,Buy $150 get 1 free gift,$4.49,5,Deka Choco Nut Wafer Roll 360g,5,Indonesia,4.2
Chocolate Wafer Caramel Banana Flavor 12pc,https://www.yamibuy.com/en/p/kit-kat-12/1018039471,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,13,Chocolate Wafer Caramel Banana Flavor 12pc,13,Japan,4.3
Chocolate Wafer Cookie 358g,https://www.yamibuy.com/en/p/chocolate-wafer-cookie-358g/1016079811,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MAIZHAO,Buy $150 get 1 free gift,$8.49,8,Chocolate Wafer Cookie 358g,Be the first!,China,4.9
Chocolate Wafer Macadamia Nuts Flavor,https://www.yamibuy.com/en/p/chocolate-wafer-macadamia-nuts/1018040181,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,Buy $150 get 1 free gift,$13.99,,Chocolate Wafer Macadamia Nuts Flavor,Be the first!,Japan,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Chocolate Wafer Caramel Banana Flavor 12pc,https://www.yamibuy.com/en/p/kit-kat-12/1018039471,https://cdn.yamibuy.net/item/b4108aee51ec14e6ba9a49dc9d79083c_684x684.webp,NESTLE,Buy $150 get 1 free gift,$5.99,13,Chocolate Wafer Caramel Banana Flavor 12pc,13,Japan,4.3
Protein 15 Wafer Cacao Flavor 6 Pieces,https://www.yamibuy.com/en/p/protein-15-wafer-cacao-flavor-6-pieces/1017039191,https://cdn.yamibuy.net/item/2a4dcb2a7a2c57031ead0c76df4b4623_684x684.webp,HEALTHY CLUB,Buy $150 get 1 free gift,$2.39,3,Protein 15 Wafer Cacao Flavor 6 Pieces,3,Japan,4.3
Chocolate Wafer 300g,https://www.yamibuy.com/en/p/chocolate-wafer-gift-box-300g/1017036811,https://cdn.yamibuy.net/item/63315b68af3be9dcb29de5343a42510d_684x684.webp,GARDEN,Buy $150 get 1 free gift,$6.99,,Chocolate Wafer 300g,Be the first!,Hong Kong,
Chocolate Wafer Maple Flavor 10pc,https://www.yamibuy.com/en/p/chocolate-wafer-maple-flavor/1017039241,https://cdn.yamibuy.net/item/f97b1e745ca70926124c343ec008a664_684x684.webp,NESTLE,Buy $150 get 1 free gift,$5.99,2,Chocolate Wafer Maple Flavor 10pc,2,Japan,5
Japanese Kit Kat Mini White Chocolate Wafer 12pcs,https://www.yamibuy.com/en/p/kit-kat-mini-white-chocolate-12pcs/1018037081,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,,Japanese Kit Kat Mini White Chocolate Wafer 12pcs,2,Japan,5
Japanese Kit Kat Chocolate Wafer Sparkling Wine with Strawberry Flavor 12pcs,https://www.yamibuy.com/en/p/kit-kat-chocolate-wafer-sparkling-wine-with-strawberry-flavor-12pcs/1018036091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,,Japanese Kit Kat Chocolate Wafer Sparkling Wine with Strawberry Flavor 12pcs,35,Japan,4.7
Soy Milk Flavor Wafer Biscuits 200g,https://www.yamibuy.com/en/p/richeese-soy-milk-flavor-wafer-biscuits-200g/1016070551,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RICHEESE,Buy $150 get 1 free gift,$3.99,,Soy Milk Flavor Wafer Biscuits 200g,10,Indonesia,4.7
Matcha Wafer 44g,https://www.yamibuy.com/en/p/bourbon-elise-matcha-fs-144g/1016058351,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,,,Matcha Wafer 44g,43,Japan,4.6
"Baby Toddler DHA Wafer Cookie Teether, Yogurt Flavor, 12mo+",https://www.yamibuy.com/en/p/wakodo-dha-wafer-yogurt-flavor-1y/1027021291,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WAKODO,,,,"Baby Toddler DHA Wafer Cookie Teether, Yogurt Flavor, 12mo+",Be the first!,Japan,
Nabati Cheese Wafer 200g,https://www.yamibuy.com/en/p/richeese-nabati-cheese-wafer-200g/1016008731,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RICHEESE,Buy $150 get 1 free gift,$4.29,56,Nabati Cheese Wafer 200g,56,Indonesia,4.7
GAVOTTES Wafer Roll 990g,https://www.yamibuy.com/en/p/gavottes-crepes-990g/1017043001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GAVOTTES,Buy $150 get 1 free gift,$22.99,,GAVOTTES Wafer Roll 990g,Be the first!,France,
Cheese Wafer 50g,https://www.yamibuy.com/en/p/haitai-cheese-wafer-50g/1017010691,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HAITAI,Buy $150 get 1 free gift,$1.29,5,Cheese Wafer 50g,5,Korea,4.6
Wafer Roll Fuyuan Peanut Butter 400g,https://www.yamibuy.com/en/p/healthful-wafer-roll-fuyuan-peanut-butter-400g/1017036051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Healthful,Buy $150 get 1 free gift,$17.99,,Wafer Roll Fuyuan Peanut Butter 400g,8,Taiwan,4.9
Double Choc Wafer 175g,https://www.yamibuy.com/en/p/loacker-double-choc-wafer-175g/1017034031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,LOACKER,Buy $150 get 1 free gift,$3.09,,Double Choc Wafer 175g,5,Itlay,5
Party Wafer Chocolate Flavor Sugar Free 213g,https://www.yamibuy.com/en/p/gastone-lago-party-chocolate-sugar-free-213g/1016066381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GASTONE LAGO,Buy $150 get 1 free gift,$5.29,,Party Wafer Chocolate Flavor Sugar Free 213g,Be the first!,New Zealand,
3+2 Wafer Rolls Chocolate Flavor 55g,https://www.yamibuy.com/en/p/master-kong-3-2-wafer-rolls-chocolate-flavor-55g/1016020131,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,Buy $150 get 1 free gift,$1.69,55,3+2 Wafer Rolls Chocolate Flavor 55g,55,China,4.9
Wafer Snack Soybean Flavor 300g,https://www.yamibuy.com/en/p/soy-milk-wafer-biscuits-300g/1016085701,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,YO MAN,Buy $150 get 1 free gift,,7,Wafer Snack Soybean Flavor 300g,7,China,4.3
Wafer Roll Caramel Flavor 60g,https://www.yamibuy.com/en/p/wafer-roll-caramel-60g/1017042101,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,WANT WANT,Buy $150 get 1 free gift,$1.59,1,Wafer Roll Caramel Flavor 60g,1,Taiwan,5
SAM'S Mini Wafer Vanilla Flavor 80g,https://www.yamibuy.com/en/p/samah-sam-s-mini-wafer-vanilla-flavor-80g/1016022341,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAMAH,Buy $150 get 1 free gift,$1.99,10,SAM'S Mini Wafer Vanilla Flavor 80g,10,Korea,4.2
Wafer Chocolate Matcha,https://www.yamibuy.com/en/p/wafer-chocolate-matcha/1018040161,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,Buy $150 get 1 free gift,$13.99,2,Wafer Chocolate Matcha,2,Japan,5
HUNYA 77 Tiramisu Wafer pie 22pcs,https://www.yamibuy.com/en/p/hunya-77-tiramisu-wafer-pie-22pcs/1016007071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUNYA FOODS,Buy $150 get 1 free gift,$4.99,3,HUNYA 77 Tiramisu Wafer pie 22pcs,3,Taiwan,1.7
SAM'S Mini Wafer Strawberry Flavor 80g,https://www.yamibuy.com/en/p/samah-sam-s-mini-wafer-strawberry-flavor-80g/1016022331,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,SAMAH,Buy $150 get 1 free gift,$1.99,6,SAM'S Mini Wafer Strawberry Flavor 80g,6,Korea,3.2
Wafer Chocolate Strawberry,https://www.yamibuy.com/en/p/wafer-chocolate-strawberry/1018040171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,ROYCE,Buy $150 get 1 free gift,$13.99,,Wafer Chocolate Strawberry,Be the first!,Japan,
Japanese Kit Kat Chocolate Wafer Shinshu Fresh Apple 10pcs,https://www.yamibuy.com/en/p/kit-kat-chocolate-wafer-shinshu-fresh-apple-10pcs/1018037091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,,Japanese Kit Kat Chocolate Wafer Shinshu Fresh Apple 10pcs,2,Japan,5
Coconut Flavored Wafer Biscuits 200g,https://www.yamibuy.com/en/p/richeese-coconut-flavored-wafer-biscuits-200g/1016070541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RICHEESE,Buy $150 get 1 free gift,$3.99,,Coconut Flavored Wafer Biscuits 200g,17,Indonesia,5
Durian Flavor Wafer Biscuits 200g,https://www.yamibuy.com/en/p/richeese-durian-flavor-wafer-biscuits-200g/1016070531,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RICHEESE,Buy $150 get 1 free gift,$3.99,,Durian Flavor Wafer Biscuits 200g,9,Indonesia,4.7
KitKat Chocolate Wafer Bar,https://www.yamibuy.com/en/p/nestle-kitkat-chocolate-wafer-bar/1018028041,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,,,KitKat Chocolate Wafer Bar,1,Japan,5
Chocolate Wafer Japanese Tea Flaovr 12pcs,https://www.yamibuy.com/en/p/nestle-kit-kat-japanese-hojicha-rich-tea-12pcs/1018023621,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$6.99,,Chocolate Wafer Japanese Tea Flaovr 12pcs,4,Japan,4.5
Cream Wafer Pack Coconut Flavor 400g,https://www.yamibuy.com/en/p/imei-cream-wafer-pack-coconut-flavor-400g/1016046511,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$4.19,,Cream Wafer Pack Coconut Flavor 400g,Be the first!,Taiwan,
Cream Wafer Pack Peanut Flavor 400g,https://www.yamibuy.com/en/p/imei-cream-wafer-pack-peanut-flavor-400g/1016046501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,IMEI,Buy $150 get 1 free gift,$4.19,,Cream Wafer Pack Peanut Flavor 400g,2,Taiwan,3
Kit Kat Chocolatory Wafer Everyday Luxury Strawberry Cheese Cake Flavor 12pcs 109g,https://www.yamibuy.com/en/p/nestle-kit-kat-chocolatory-wafer-everyday-luxury-strawberry-cheese-cake-flavor-12pcs-109g/1018021741,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$6.99,,Kit Kat Chocolatory Wafer Everyday Luxury Strawberry Cheese Cake Flavor 12pcs 109g,7,Japan,4.7
Deka Mini Wafer Bites Matcha 200g,https://www.yamibuy.com/en/p/jans-deka-mini-wafer-bites-matcha-200g/1016045171,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,JANS,Buy $150 get 1 free gift,$2.59,,Deka Mini Wafer Bites Matcha 200g,4,Indonesia,3.8
Wafer White Chocolate Flavor,https://www.yamibuy.com/en/p/chohas-white-28g/1017037261,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,CROWN,Buy $150 get 1 free gift,$1.39,,Wafer White Chocolate Flavor,Be the first!,Korea,
Wafer Roll Strawberry 400g,https://www.yamibuy.com/en/p/healthful-wafer-roll-strawberry-400g/1017036031,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,Healthful,Buy $150 get 1 free gift,$15.99,,Wafer Roll Strawberry 400g,6,Taiwan,5
Party Wafer Strawberry 250g,https://www.yamibuy.com/en/p/gastone-lago-party-wafer-strawberry-250g/1016066451,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,GASTONE LAGO,Buy $150 get 1 free gift,$4.29,,Party Wafer Strawberry 250g,1,New Zealand,5
PETIT Kinako Wafer 42g,https://www.yamibuy.com/en/p/bourbon-puchi-kinako-wafers-42g/1017029841,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,$1.79,,PETIT Kinako Wafer 42g,9,Japan,4.6
Japanese Kit Kat Chocolate Wafer Rich Matcha Flavor 13pcs,https://www.yamibuy.com/en/p/japanese-kit-kat-chocolate-wafer-rich-matcha-green-tea-flavor-13pcs/1018038541,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,29,Japanese Kit Kat Chocolate Wafer Rich Matcha Flavor 13pcs,29,Japan,4.9
Deka Matcha Green Tea Wafer Roll 300g,https://www.yamibuy.com/en/p/dua-kelinci-deka-matcha-green-tea-wafer-roll-300g/1016016651,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,DUA KELINCI,Buy $150 get 1 free gift,$4.09,54,Deka Matcha Green Tea Wafer Roll 300g,54,Indonesia,4.5
Chocolate Wafer Sakura Flavor 11pc,https://www.yamibuy.com/en/p/japanese-kitkat-chocolate-sakura-flavor-11pc/1018039051,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,15,Chocolate Wafer Sakura Flavor 11pc,15,Japan,4.5
3+2 Wafer Rolls Milk Coffee Flavor 55g,https://www.yamibuy.com/en/p/master-kong-3-2-wafer-rolls-milk-coffee-flavor-55g/1016022501,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,MASTER KONG,Buy $150 get 1 free gift,$1.69,30,3+2 Wafer Rolls Milk Coffee Flavor 55g,30,China,4.5
Coffee Latte Chocolate Wafer,https://www.yamibuy.com/en/p/coffee-latte-chocolate/1018040201,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,10,Coffee Latte Chocolate Wafer,10,Japan,4.9
Matcha Tiramisu Chocolate Wafer 12pc,https://www.yamibuy.com/en/p/japanese-kitkat-chocolate-matcha-tiramisu/1018039071,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$5.99,6,Matcha Tiramisu Chocolate Wafer 12pc,6,Japan,5
77 New Wafer Pie White Chocolate Blueberry Wafer Pie 234g,https://www.yamibuy.com/en/p/77-new-wafer-pie-white-chocolate-blueberry-wafer-pie-234g/1016007091,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,HUNYA FOODS,Buy $150 get 1 free gift,$4.99,11,77 New Wafer Pie White Chocolate Blueberry Wafer Pie 234g,11,Taiwan,4.5
Salty Lychee Mini Chocolate Wafer 127g,https://www.yamibuy.com/en/p/salt-lychee-mini-biscuit-4-5-oz/1016079231,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$7.99,1,Salty Lychee Mini Chocolate Wafer 127g,1,Japan,5
Petit Brown Sugar Kinako Wafer 42g,https://www.yamibuy.com/en/p/petit-brown-sugar-kinako-wafer-42g/1016083381,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,BOURBON,Buy $150 get 1 free gift,$1.49,3,Petit Brown Sugar Kinako Wafer 42g,3,Japan,5
Cheese Flavored Wafer Biscuits 200g,https://www.yamibuy.com/en/p/richeese-cheese-flavored-wafer-biscuits-200g/1016070521,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,RICHEESE,Buy $150 get 1 free gift,$3.99,,Cheese Flavored Wafer Biscuits 200g,8,Indonesia,3.8
KitKat Rasberry Chocolate Mini Wafer Cookie135g,https://www.yamibuy.com/en/p/nestle-kitkat-rasberry-chocolate-mini-wafer-cookie/1018028011,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$6.99,,KitKat Rasberry Chocolate Mini Wafer Cookie135g,2,Japan,5
KitKat Nuts & Cranberry Chocolate Wafer Cookie  135g,https://www.yamibuy.com/en/p/nestle-kitkat-nuts-cranberry-chocolate-wafer-cookie-135g/1018028001,https://cdn.yamibuy.net/statics/libraries/yamibuy/images/lazy.svg,NESTLE,Buy $150 get 1 free gift,$7.99,,KitKat Nuts & Cranberry Chocolate Wafer Cookie  135g,9,Japan,4.7
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Japanese Kit Kat Chocolate Wafer Strawberry Flavor 12pcs 135g,https://www.yamibuy.com/en/p/nestle-kit-kat-chocolate-wafer-strawberry-berry-flavor-12pcs-135-6g/1018021731,https://cdn.yamibuy.net/item/1f4cf766f7def2845462e5cfdc682475_684x684.webp,NESTLE,Buy $150 get 1 free gift,,,Japanese Kit Kat Chocolate Wafer Strawberry Flavor 12pcs 135g,68,Japan,
【Spring Limited Edition】Chocolate Wafer Orange Flavor 10pc,https://www.yamibuy.com/en/p/kit-kat-10/1018039451,https://cdn.yamibuy.net/item/5c80dfe642707c6335c829687996dcb4_684x684.webp,NESTLE,Buy $150 get 1 free gift,$5.99,11,【Spring Limited Edition】Chocolate Wafer Orange Flavor 10pc,11,Japan,4.8
