Title,Title_link,brand-title,comment-star__count,Price,brand-variants,DetailPrice,OriginalPrice,Field1,Field2,Field3,Field4
Pepsi Japan Cola 600ml,https://www.yamibuy.com/en/p/pepsi-japan-cola-600ml/1020055441,SUNTORY,,$2.69,2 Options,,,Be the first!,,Japan,
Hokkaido Corn Tea 525ml,https://www.yamibuy.com/en/p/hokkaido-corn-tea-525ml-pet/1020050841,POKKA SAPPORO,4,$2.29,,,,4,,Japan,5
Craft Boss Coffee Specialty Season Blend 479g,https://www.yamibuy.com/en/p/suntory-craft-boss-specialty-bito-479g/1020045771,SUNTORY,6,$3.29,,,,6,,Japan,4.5
C&C Sparkling Drink Ourin Apple 500ml,https://www.yamibuy.com/en/p/hey-song-c-c-sparkling-drink-ourin-apple-500ml/1020036131,HEY-SONG,3,$1.79,2 Options,,,3,Ourin Apple,Taiwan,4
White & Yellow Peach Drink With Nata De Coco 500ml,https://www.yamibuy.com/en/p/hakuto-outou/1020037211,SANGARIA,10,$2.49,,,,10,,Japan,3.7
White Mushroom Drink with Added Hyaluronic Acid,https://www.yamibuy.com/en/p/white-mushroom-drink-with-added-hyaluronic-acid/1020060131,Guangyin Lehuo,1,$6.49,,,,1,,Taiwan,3
Costa Black 270ml,https://www.yamibuy.com/en/p/costa-black-270ml/1020056841,COCA COLA,2,$2.99,,,,2,,United States,5
WANG Schisandra Five-Flavor Berry Sparkling Water 350ml*6,https://www.yamibuy.com/en/p/wang-schisandra-berry-sparkling-water-350ml-6/1020041281,WANG FOOD,3,$6.99,,,,3,,Korea,5
Tennensui Sparkling Lemon,https://www.yamibuy.com/en/p/suntory-tennensui-sparkling-lemon/1020039951,SUNTORY,8,$2.29,,,,8,,Japan,3.9
COLD BREW lemon Tea 470ml,https://www.yamibuy.com/en/p/cold-brew-lemon-tea-470ml/1020013881,ITO EN,6,$2.79,2 Options,,,Be the first!,Japan,Japan,4.2
AIKEN Hatomugi Essense Water 530ml,https://www.yamibuy.com/en/p/aiken-hatomugi-essense-water-530ml/1020024731,AIJIAN,5,$1.69,,,,5,Taiwan,Taiwan,4
Jyurokujo Mugicha 660ml,https://www.yamibuy.com/en/p/rokujo-mugicha-500ml/1020040201,ASAHI,4,,,$2.89,$2.99,4,,Japan,4.5
Craft Boss Fruits Tea 450ml,https://www.yamibuy.com/en/p/craft-boss-fruits-tea-450ml/1020055521,SUNTORY,3,$2.69,,,,Be the first!,,Japan,4.3
Orange Juicy 280ml,https://www.yamibuy.com/en/p/bayarisu-orange-280ml-pet/1020050691,ASAHI,2,$1.99,,,,2,,Japan,5
Fujisan Yuzu Cider 240ml,https://www.yamibuy.com/en/p/kimura-fujisan-yuzu-cider-240ml/1020044571,KIMURA,1,,,$3.69,$3.99,1,,Japan,5
Sparkling Lychee Black Tea 500ml,https://www.yamibuy.com/en/p/tao-ti-sparkling-lychee-black-tea-500ml/1020042911,TAO TI,6,$1.99,6 Options,,,6,,Taiwan,4.2
Tamarindo Flavored Drink With Nata De CoCo 320ml,https://www.yamibuy.com/en/p/mogu-mogu-tamarindo-flavored-drink-with-nata-de-coco-320ml/1020042711,MOGU MOGU,3,$1.19,,,,3,,Thailand,5
Otona No Calolomit Muto Kocha 500ml,https://www.yamibuy.com/en/p/otona-no-calolomit-muto-kocha-500ml/1020055001,DYDO,6,$2.69,,,,Be the first!,,Japan,5
Iced Lemon Tea Drink 250ml,https://www.yamibuy.com/en/p/yeo-s-iced-lemon-tea-drink-250ml/1020007821,YEO'S,26,$0.89,15 Options,,,26,Box Package,Singapore,4.5
Mitsuya Nihon Kudamono Kyoho 450ml,https://www.yamibuy.com/en/p/mitsuya-nihon-kudamono-kyoho-450ml/1020057671,ASAHI,1,$2.89,,,,1,,Japan,5
Ramune Carbonated soft drink Original Flavor 200ml,https://www.yamibuy.com/en/p/nikka-ramune-carbonated-soft-drink-original-flavor-200ml/1020032741,Nikka,1,$1.99,,,,1,,Japan,5
Tea With Orange Teito 930ml,https://www.yamibuy.com/en/p/tea-with-orange-teito-930ml/1020055531,UCC,2,$2.49,,,,2,,Japan,5
Lychee Soda 275ml,https://www.yamibuy.com/en/p/erchang-lychee-soda-275ml/1020039311,ERCHANG,25,,6 Options,$2.69,$3.99,25,,China,4.8
Premium Alkaline Water 500ml,https://www.yamibuy.com/en/p/blk-premium-alkaline-water-500ml/1020013031,BLK,28,,,$2.19,$2.39,28,United States,United States,4.6
Iemon Zeitaku Shikomi 525ml,https://www.yamibuy.com/en/p/iemon-zeitaku-shikomi-525ml/1020055461,SUNTORY,4,$2.69,,,,4,,Japan,5
Miracle Body V 190ml,https://www.yamibuy.com/en/p/miracle-body-v-190ml/1020055311,SANGARIA,2,$1.29,,,,2,,Japan,5
Sparkling Water Sugar Free 500ml,https://www.yamibuy.com/en/p/elle-miu-sparkling-500ml/1020055021,DYDO,1,$2.49,,,,1,,Japan,5
White Peach Drink 500ml,https://www.yamibuy.com/en/p/fujiya-peko-squash-white-peach-500ml-pet/1020050451,FUJIYA,2,$2.29,,,,2,,Japan,5
Monster Ultra Paradise Energy Drink 355ml,https://www.yamibuy.com/en/p/monster-ultra-paradise-355ml/1020054911,ASAHI,1,$3.79,,,,1,,Japan,5
Surpreme Oolong Tea Sugar Free 310ml,https://www.yamibuy.com/en/p/tao-ti-surpreme-oolong-tea-sugar-free-310ml/1020013011,TAO TI,4,$1.09,,,,Be the first!,Taiwan,Taiwan,3.2
Wild Blueberry Puree Beverage 300ml,https://www.yamibuy.com/en/p/beihuolang-wild-blueberry-puree-beverage-300ml/1020020091,BEIHUOLANG,3,$4.49,,,,3,China,China,4.7
Jyurokucha 275ml,https://www.yamibuy.com/en/p/jyurokucha-275ml/1020054721,ASAHI,3,$2.29,,,,3,,Japan,5
Mint Green Tea Drink 550ml,https://www.yamibuy.com/en/p/master-kong-mint-green-tea-drink-550ml/1020005841,MASTER KONG,1,$1.49,,,,1,,China,5
Plum Soda 500ml,https://www.yamibuy.com/en/p/three-tsu-vector-plum-500ml-pet/1020050571,ASAHI,1,$2.69,,,,1,,Japan,3
Is Better BPA Free 250ml,https://www.yamibuy.com/en/p/boxed-water-is-better-bpa-free-250ml/1020025231,BOXED WATER,2,$1.49,2 Options,,,2,United States,United States,5
Jyurokucha Shun Sozai Blend 630ml,https://www.yamibuy.com/en/p/jyurokucha-shun-sozai-blend-630ml/1020057651,ASAHI,2,$2.39,,,,2,,Japan,4.5
Coconut Water 490ml,https://www.yamibuy.com/en/p/coconut-water-490ml/1020049031,TAS,2,$1.49,2 Options,,,2,,China,5
YEO’S Grass Jelly Drink 300ml,https://www.yamibuy.com/en/p/yeo-s-grass-jelly-drink-300ml/1020005641,YEO'S,21,$0.99,15 Options,,,21,Can Package,Singapore,4
Soda Drink Original Flavor,https://www.yamibuy.com/en/p/soda-drink/1020056751,SANGARIA,2,,,$2.09,$2.29,2,,Japan,5
COLD BREW Unsweetened Tea 470ml USDA Organic,https://www.yamibuy.com/en/p/ito-en-cold-brew-unsweetened-tea-470ml-usda-organic/1020013871,ITO EN,3,,,$2.59,$2.79,3,Thailand,Japan,4.7
Mitsuya 100% Orange Mix Soda 500ml,https://www.yamibuy.com/en/p/mitsuya-100-orange-mix-500ml/1020054821,ASAHI,1,$2.79,,,,1,,Japan,5
Peach Drink 310ml,https://www.yamibuy.com/en/p/master-kong-peach-drink-310ml/1020009921,MASTER KONG,19,$1.09,,,,19,China,China,4.8
Lime Yogurt 310ml,https://www.yamibuy.com/en/p/lime-yogurt-310ml/1020056801,DYDO,,$2.89,,,,Be the first!,,Japan,
OTSUKA Pharmaceutical Oronamin C Drink 120ml,https://www.yamibuy.com/en/p/otsuka-pharmaceutical-oronamin-c-drink-120ml/1020005681,OTSUKA GROUP,18,$2.19,,,,18,Japan,Japan,4.8
Craft Orange Tea 280ml,https://www.yamibuy.com/en/p/craft-orange-tea-280ml/1020054861,ASAHI,1,$2.19,,,,1,,Japan,3
Carbonated Lemon Drink 500ml,https://www.yamibuy.com/en/p/chelating-lemon-w-lemon-500ml-pet/1020050781,POKKA SAPPORO,1,$2.09,,,,1,,Japan,5
MATCHA LOVE Drink Sweetened 190ml,https://www.yamibuy.com/en/p/ito-en-matcha-love-drink-sweetened-190ml/1020026351,ITO EN,,$2.99,4 Options,,,Be the first!,Japan,Japan,
Assam Cheese Milk Tea 450ml,https://www.yamibuy.com/en/p/unif-assam-cheese-milk-tea-450ml/1020017881,Unif,16,$1.69,,,,16,,Taiwan,4.2
Igano Tennensui Hakuto Peach Sparkling Water 500ml,https://www.yamibuy.com/en/p/igano-tennensui-hakuto-sparkling-500ml/1020055251,SANGARIA,,,,$1.99,$2.29,Be the first!,,Japan,
KIMURA Ramune Soda Strawberry Flavor 200ml,https://www.yamibuy.com/en/p/kimura-ramune-soda-strawberry-flavor-200ml/1020009491,KIMURA元祖,5,,,$1.49,$1.59,5,Japan,Japan,3.8
Sparkling Water Passion Fruit Flavor 330ml,https://www.yamibuy.com/en/p/sparkling-water-passion-fruit-flavor-310ml/1020054561,ARCTIC OCEAN,7,$1.49,,,,7,,China,4.9
Lemon Soda 450ml,https://www.yamibuy.com/en/p/kirin-lemon-450ml/1020037241,KIRIN,16,,,$2.29,$2.49,16,,Japan,4.8
White Grape Flavor Soda 330ml,https://www.yamibuy.com/en/p/ocean-bomb-white-grape-flavor-soda-330ml/1020041461,OCEAN BOMB,11,,3 Options,$1.89,$1.99,11,white grape,China,4.7
Orange Flavor Soda 330ml,https://www.yamibuy.com/en/p/ocean-bomb-orange-flavor-soda-330ml/1020041471,OCEAN BOMB,11,,3 Options,$1.89,$1.99,11,orange,China,4.9
Lemon Black Tea 340ml,https://www.yamibuy.com/en/p/rico-lemon-black-tea-340ml/1020014511,RICO,25,$0.99,,,,25,Taiwan,Taiwan,4.5
Cider Flavor Soda 330ml,https://www.yamibuy.com/en/p/ocean-bomb-cider-flavor-soda-330ml/1020041451,OCEAN BOMB,7,,3 Options,$1.89,$1.99,7,cider,China,4.7
MEIGONGZI Sour Plum Soup 310ml,https://www.yamibuy.com/en/p/meigongzi-sour-plum-soup-310ml/1020044551,梅公子,20,,,$1.59,$1.99,20,,China,4.5
Calpis Strawberry Flavor 500ml,https://www.yamibuy.com/en/p/rennyu-ichigo-calpis-500ml/1020061701,ASAHI,2,$2.29,,,,2,,Japan,4
Instant Coffee Latte Flavor 268ml,https://www.yamibuy.com/en/p/nestle-instant-coffee-latte-flavor-268ml/1020007461,NESTLE,9,$2.69,2 Options,,,9,China,Japan,4.4
Orange Soda 275ml,https://www.yamibuy.com/en/p/erchang-orange-soda-275ml/1020039341,ERCHANG,9,$2.69,6 Options,,,9,,China,4.7
Fun Marble Drink Ramune Soft Carbonated Drink Orange Flavor 200ml,https://www.yamibuy.com/en/p/kimura-ramune-soda-orange-flavor-200ml/1020009471,KIMURA元祖,5,,,$1.49,$1.59,5,Japan,Japan,5
Kenko Mineral Mugicha Slim 1L,https://www.yamibuy.com/en/p/kenko-mineral-mugicha-slim-1l/1020057771,ITO EN,2,$4.29,,,,2,,Japan,5
Calpis Calorie 60% Off Concentrate 470ml,https://www.yamibuy.com/en/p/calpis-calorie-60-off-470ml/1020054761,ASAHI,,$5.99,,,,Be the first!,,Japan,
Watermelon with Aloe 500ml,https://www.yamibuy.com/en/p/okf-watermelon-with-aloe-500ml/1020041641,OKF,12,$1.99,,,,12,,Korea,4.4
Calpis with Milk and Snow Salt Added 280ml,https://www.yamibuy.com/en/p/koime-no-calpis-280ml/1020054791,ASAHI,5,$2.29,,,,5,,Japan,4.6
Watermelon Soda  335ml,https://www.yamibuy.com/en/p/watermelon-soda-335g/1020058991,SFC,3,$1.59,,,,3,,Korea,4.7
Basil Seed Fruit Drinks Mangosteen 280ml Superfood for Healthy Cholesterol and Blood Sugar,https://www.yamibuy.com/en/p/mayan-basil-seed-fruit-drinks-mangosteen-280ml/1020030201,Mayan,10,,5 Options,$1.99,$2.99,10,Vietnam,Brazil,3.6
Ramune Soda Orange Flavor 200ml,https://www.yamibuy.com/en/p/ramune-soda-orange-200ml/1020049341,FUJIYA,2,$1.69,7 Options,,,2,Orange Flavor,Japan,5
TAOTI Meta Green Tea Sugar Free 500ml,https://www.yamibuy.com/en/p/taoti-meta-green-tea-sugar-free-500ml/1020021871,TAO TI,9,$1.99,,,,9,China,Taiwan,4.4
Dong-A Energy Drink Bacchus-x Plus Ginseng 3.3 Fl Oz,https://www.yamibuy.com/en/p/dong-a-energy-drink-bacchus-x-100ml/1026021181,Bacchus-D,7,,,$0.99,$1.19,7,,Korea,4.9
Green Dakara Yasashi Mugicha 180g,https://www.yamibuy.com/en/p/green-dakara-yasashi-mugicha-180g/1020055481,SUNTORY,4,$2.59,,,,4,,Japan,4.8
Grilled Corn Tea 525ml,https://www.yamibuy.com/en/p/yaki-toukibi-cha-pokka-sapporo/1021073491,POKKA SAPPORO,6,,,$2.19,$2.49,6,,Japan,4.7
High Dietary Fiber Sparkling Tea Grapefruit Four Season Tea Flavor 550ml,https://www.yamibuy.com/en/p/high-dietary-fiber-sparkling-tea-grapefruit-four-season-tea-flavor-550ml/1020056551,LETIKONG,5,$2.49,2 Options,,,5,Grapefruit Four Season Tea Flavor,China,4.6
Miyatsu Peach 500ml,https://www.yamibuy.com/en/p/mitsuya-torokeru-momo/1020037191,ASAHI,9,$2.49,,,,9,,Japan,4.3
Rose Collagen Drink 300ml,https://www.yamibuy.com/en/p/rose-collagen-drink-300g/1020056131,Youth Lock,3,$2.49,4 Options,,,3,,China,4.7
Xiao Ming Barley Black Tea 480ml,https://www.yamibuy.com/en/p/unif-xiao-ming-barley-black-tea-480ml/1020039441,Unif,7,$1.69,,,,7,,Taiwan,5
Strawberry Ramu Bottle 16.2oz,https://www.yamibuy.com/en/p/sangaria-ramu-bottle-strawberry-flavor-16-2oz/1020056961,SANGARIA,,$2.29,,,,Be the first!,,Japan,
NECTAR Mix Drink 340ml,https://www.yamibuy.com/en/p/fujiya-nectar-mix-340g/1020038321,FUJIYA,7,$2.49,,,,7,,Japan,4.7
Ramune Soda Strawberry Flavor 200ml,https://www.yamibuy.com/en/p/ramune-soda-strawberry-200ml/1020049331,MIYAKO,3,$1.69,7 Options,,,3,Strawberry Flavor,Japan,4.3
Karada Calpis 0 Calorie 430ml,https://www.yamibuy.com/en/p/karada-calpis-430ml/1020054851,ASAHI,1,$2.79,,,,1,,Japan,4
FUJI SODA Mango & Pineapple (Ramune)  200ml,https://www.yamibuy.com/en/p/fuji-soda-mango-pineapple-ramune-200ml/1020034001,FUJI  SODA,2,$1.79,,,,2,,Japan,5
Honey Jujube Tea 770g,https://www.yamibuy.com/en/p/damtuh-honey-jujube-tea-770g/1020028001,DAMTUH,6,$7.99,5 Options,,,6,Korea,Korea,4.5
Oolong Cha 190g,https://www.yamibuy.com/en/p/oolong-cha-190g/1020055491,SUNTORY,5,$1.99,,,,5,,Japan,4.8
Boss Tea Base Muto Kocha 340ml,https://www.yamibuy.com/en/p/boss-tea-base-muto-kocha-340ml/1020055391,SUNTORY,4,$5.49,,,,4,,Japan,5
Kagabo Hojicha,https://www.yamibuy.com/en/p/pokka-sapporo-kagabo-hojicha/1020042001,POKKA SAPPORO,6,$2.29,,,,6,,Japan,4.8
HUNGFOOKTONG Red Bean & Job’s Tear Seed Drink 400ml,https://www.yamibuy.com/en/p/hungfooktong-red-bean-job-s-tear-seed-drink-400ml/1020022891,HUNG FOOK TONG,2,$1.39,,,,2,Hong Kong,China,4.5
Hong Kong Style Dessert Poplar Nectar White Peach Flavour 330ml,https://www.yamibuy.com/en/p/hong-kong-style-dessert-poplar-nectar-white-peach-flavour-330ml/1147008341,DULIYOUHUO,2,$3.99,,,,2,,China,4
Original Lemonade 500ml,https://www.yamibuy.com/en/p/lemonmade-original-lemonade-500ml-pet/1020050741,POKKA SAPPORO,3,$1.99,,,,3,,Japan,4.3
Gogo Black Tea No Sugar 383g,https://www.yamibuy.com/en/p/kirin-gogo-no-kocha-oishii-muto-383g/1020045631,KIRIN,5,$2.69,,,,5,,Japan,5
Iced Lemon Tea Drink 300ml,https://www.yamibuy.com/en/p/yeo-s-iced-lemon-tea-drink-300ml/1020007811,YEO'S,3,$0.99,15 Options,,,3,Can Package,Singapore,4
Kaori Sawayaka Ume Soda 190ml,https://www.yamibuy.com/en/p/kaori-sawayaka-ume-soda-190ml/1020055301,SANGARIA,3,$1.29,,,,3,,Japan,4.3
Koiwai Jyunsui Tohoku MixI 430ml,https://www.yamibuy.com/en/p/koiwai-jyunsui-tohoku-mixi-430ml/1020055081,KIRIN,2,$2.49,,,,2,,Japan,5
Oceanic Pineapple Drink w/ Sea Salt 500ml,https://www.yamibuy.com/en/p/yeo-s-oceanic-pineapple-drink-w-sea-salt-500ml/1020018021,YEO'S,6,,,$2.29,$2.49,6,Singapore,Singapore,4.3
TEA TIME Le Miel Premium Honey Green Tea 500ml,https://www.yamibuy.com/en/p/tea-time-le-miel-premium-honey-green-tea-500ml/1020011681,KUANG QUAN,5,$1.99,,,,5,Taiwan,Taiwan,4.8
TEA TIME Earl Grey Milk Tea 500ml,https://www.yamibuy.com/en/p/tea-time-earl-grey-milk-tea-500ml/1020011791,KUANG QUAN,3,$2.29,,,,3,Taiwan,Taiwan,4
Yogurt Drink Peach Flavor 4 Packs 125ml*4,https://www.yamibuy.com/en/p/want-want-yogurt-drink-peach-flavor-4-packs-125ml-4/1020024441,WANT WANT,2,$2.99,2 Options,,,2,China,Taiwan,3.5
Kanjyuku Pine & Tennensui 540ml,https://www.yamibuy.com/en/p/kanjyuku-pine-tennensui-540ml/1020057881,SUNTORY,3,$2.39,,,,3,,Japan,4.7
"Matcha Love Energy Immunity Green Tea Blend with Real Matcha, 8.28oz",https://www.yamibuy.com/en/p/matcha-love-energy-immunity-green-tea-blend-with-real-matcha-245ml/1020055941,ITO EN,3,$2.99,,,,3,,Japan,4.7
Instant Coffee Mocha Flavor 268ml,https://www.yamibuy.com/en/p/nestle-instant-coffee-mocha-flavor-268ml/1020007451,NESTLE,3,$2.69,2 Options,,,3,China,Japan,3.7
Green Tea No Sugar 525ml,https://www.yamibuy.com/en/p/matcha-iri-oi-ocha-525ml/1020056871,ITO EN,2,$2.29,,,,2,,Japan,5
Tennensui Sparkling Drink Orange 500ml,https://www.yamibuy.com/en/p/suntory-tennensui-sparkling-orange-500ml/1020044681,SUNTORY,4,$2.49,,,,4,,Japan,3.5
Otona No Calolimit Ryokucha Plus 500ml,https://www.yamibuy.com/en/p/otona-no-calolimit-ryokucha-plus-500ml/1020054991,DYDO,3,$2.69,,,,3,,Japan,5
Assam Coffee Milk Tea 350ml*6,https://www.yamibuy.com/en/p/t-grand-assam-coffee-milk-tea-350ml-6/1020041231,T.GRAND,1,$5.99,,,,1,,Taiwan,3
Assam Cookies & Cream Milk Tea 300ml*6,https://www.yamibuy.com/en/p/t-grand-assam-cookies-cream-milk-tea-300ml-6/1020041211,T.GRAND,1,$5.99,,,,1,,Taiwan,2
Mitsuya Tokuno Orange Squash Soda 500ml,https://www.yamibuy.com/en/p/mitsuya-tokuno-orange-squash-500ml/1020054671,ASAHI,1,$2.49,,,,1,,Japan,5
DONG SUH FOODS Rooibos Tea 500ml,https://www.yamibuy.com/en/p/dong-suh-foods-rooibos-tea-500ml/1020020271,Dong Suh Foods Corporation,4,$1.69,4 Options,,,4,Korea,Korea,4
Ginger and Herbal Barley Tea Summer Edition 375g,https://www.yamibuy.com/en/p/kirin-ginger-and-herbal-barley-tea-summer-edition-375g/1020024941,KIRIN,2,$3.49,,,,2,,Japan,4
Jyujitsu Yasai Nyusankin Mix 200ml,https://www.yamibuy.com/en/p/jyujitsu-yasai-nyusankin-mix-200ml/1020057741,ITO EN,1,$1.99,,,,1,,Japan,5
Iemon Plus Cholesterol Taisaku 500ml,https://www.yamibuy.com/en/p/iemon-plus-cholesterol-taisaku-500ml/1020055471,SUNTORY,2,$3.69,,,,2,,Japan,5
Hawthorn Apple Drink 260ml,https://www.yamibuy.com/en/p/big-green-hawthorn-apple-drink-260ml/1020026871,BIG GREEN,,$1.99,2 Options,,,Be the first!,China,China,
Sparkling Water Strawberry Flavor 500g,https://www.yamibuy.com/en/p/sparkling-sparkling-water-strawberry-500g/1020051321,HATASODA,2,$2.49,,,,Be the first!,,Japan,4.5
Lemon Tea 525ml,https://www.yamibuy.com/en/p/cafe-de-clie-lemon-tea-bito-525ml-pet/1020050791,POKKA SAPPORO,2,$2.09,,,,2,,Japan,5
BENTRE Coconut Water Original 330ml,https://www.yamibuy.com/en/p/coconut-water-original-330-ml/1020039401,BENTRE VIETNAM,1,$1.49,,,,1,,Vietnam,4
FUKUMANEKI NEKO Cider 11.49oz,https://www.yamibuy.com/en/p/fukumaneki-neko-cider-11-49oz/1020057031,KIMURA,,$2.99,,,,Be the first!,,Japan,
Ginseng Drink 120ml,https://www.yamibuy.com/en/p/sura-ginseng-drink-10-120ml/1020040571,SURA,2,$2.59,,,,2,,Korea,5
Mitsuya Cider Lemola Lemon Soda 500ml,https://www.yamibuy.com/en/p/mitsuya-cider-lemola/1020054801,ASAHI,,$2.49,,,,Be the first!,,Japan,
Tea Time Snacks Value Set,https://www.yamibuy.com/en/p/tea-time-snacks-value-set/1020031601,OTHER BRANDS,1,,,$16.99,$20.62,1,United States,N/A,4
Strawberry Yogurt Blend 280ml,https://www.yamibuy.com/en/p/hakkou-blend-strawberry-yogurt-calpis-asahi/1020043651,ASAHI,1,$2.29,,,,1,,Japan,5
Ichinichibun No Yasai 200ml,https://www.yamibuy.com/en/p/ichinichibun-no-yasai-200ml/1020057751,ITO EN,1,,,$2.19,$3.69,1,,Japan,5
Orange Drink 1500ml,https://www.yamibuy.com/en/p/bayarisu-orange-1-5l-pet/1020050671,ASAHI,1,$5.49,,,,1,,Japan,3
Lemon Water 550ml,https://www.yamibuy.com/en/p/550ml-15/1020041901,SUNTORY,,$1.99,,,,Be the first!,,Japan,
Coconut Water with Pulp 490ml,https://www.yamibuy.com/en/p/coconut-water-with-pulp-490ml/1020049941,Family Food,1,$1.29,,,,1,,China,3
Coconut Water with Pulp 490ml,https://www.yamibuy.com/en/p/coconut-water-with-pulp-490ml/1020049041,TAS,,$1.49,2 Options,,,Be the first!,,China,
Fruit & Milk Drink 479g,https://www.yamibuy.com/en/p/sangaria-maroyaka-fruits-miruku-479g/1020045801,SANGARIA,,$2.29,,,,Be the first!,,Japan,
Monascus Malz 330ml (Limited to 5 cans),https://www.yamibuy.com/en/p/ttl-taiwan-monascus-malz-330ml/3020039161,TTL Taiwan,1,,,$3.79,$3.99,1,Taiwan,Taiwan,5
