Title,Title_link,brand-title,Price,comment-star__count,Headline,Field1,Field2,Field3
Fish Skins Salted Egg Yolk Flavor 50g,https://www.yamibuy.com/en/p/dah-tien-fish-skins-salted-egg-yolk-50g/1019048471,DAH TIEN,$5.09,10,Fish Skins Salted Egg Yolk Flavor 50g,10,,4.1
Fish Eggs Soy Sauce Flavor 240g,https://www.yamibuy.com/en/p/txfood-fish-eggs-soy-sauce-flavor-240g/1019010611,TXFOOD,$5.89,14,Fish Eggs Soy Sauce Flavor 240g,14,China,4.6
Vegetable Tuna 150g,https://www.yamibuy.com/en/p/ottogi-vegetable-tuna-150g/1019008921,OTTOGI,$3.49,9,Vegetable Tuna 150g,9,Korea,3.2
CHIEN JUNG FOOD Stir Fried Pollock Fish Floss 200g,https://www.yamibuy.com/en/p/chien-jung-food-stir-fried-pollock-fish-floss-200g/1019057201,CHIEN JUNG FOODS,$9.29,2,CHIEN JUNG FOOD Stir Fried Pollock Fish Floss 200g,2,,5
Dried Fish Chinese Sauerkraut Flavor 50g,https://www.yamibuy.com/en/p/happy-party-dried-fish-chinese-sauerkraut-flavor-50g/1019016261,HAPPY PARTY,$2.49,13,Dried Fish Chinese Sauerkraut Flavor 50g,13,China,4.1
Pollack Skin Chip Cheese Flavor 30g,https://www.yamibuy.com/en/p/pollack-skin-chip-cheese/1019047281,HAITAI,,15,Pollack Skin Chip Cheese Flavor 30g,15,Cheese Flavor 30g,3.8
YES SIR Crispy dried Squid-Wasabi 30g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-squid-wasabi-30g/1019047651,XIAXIANSHENG,$3.99,12,YES SIR Crispy dried Squid-Wasabi 30g,12,,3.5
Home Fish Sausage Original 500g,https://www.yamibuy.com/en/p/jinju-home-fish-sausage-original-500g/1019053871,JINJU,$3.29,11,Home Fish Sausage Original 500g,11,Family Size 500g,2.6
Chapter Fish Balls BBQ Flavor 62g,https://www.yamibuy.com/en/p/bestore-chapter-fish-balls-bbq-flavor-62g/1019021331,BESTORE,$4.29,5,Chapter Fish Balls BBQ Flavor 62g,5,China,3
Pollack Skin Chip Original Flavor 30g,https://www.yamibuy.com/en/p/pollack-skin-chip-original/1019047271,HAITAI,,15,Pollack Skin Chip Original Flavor 30g,15,Original Flavor 30g,3
Spicy Fish Snack (SPICY) 80g,https://www.yamibuy.com/en/p/zhuayudemao-spicy-fish-snack-spicy-80g/1019011011,ZHUAYUDEMAO,$2.89,42,Spicy Fish Snack (SPICY) 80g,42,China,4.7
Sliced Seasoned Pollack 300g,https://www.yamibuy.com/en/p/sliced-seasoned-pollack-nh/1019047311,NONGHYUP,,12,Sliced Seasoned Pollack 300g,12,,3.9
Crispy Fired Hairtail 150g,https://www.yamibuy.com/en/p/crisp-fired-hairtail-150g/1019063211,ZHIHAILE,$3.79,6,Crispy Fired Hairtail 150g,6,Crisp Fired Flavor,4.8
YES SIR Crispy dried Squid mouth-Wasabi 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-squid-mouth-wasabi-25g/1019047641,XIAXIANSHENG,$3.99,9,YES SIR Crispy dried Squid mouth-Wasabi 25g,9,,3.9
Dried Squid-Spicy Kimuchi Yaki Ika11g,https://www.yamibuy.com/en/p/kojima-dried-squid-spicy-kimuchi-yaki-ika-17g/1019047371,KOJIMA,,3,Dried Squid-Spicy Kimuchi Yaki Ika11g,3,,4
YES SIR Crispy dried Squid-Red braised 20g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-squid-red-braised-20g/1019047661,XIAXIANSHENG,$3.99,8,YES SIR Crispy dried Squid-Red braised 20g,8,,3.6
TENGXIN FOODS Shake Crab Crab Sticks Spicy Flavor  20packs 240g,https://www.yamibuy.com/en/p/tengxin-foods-shake-crab-crab-sticks-spicy-flavor-20packs-240g/1019029251,HAIXIN,$6.29,6,TENGXIN FOODS Shake Crab Crab Sticks Spicy Flavor  20packs 240g,6,China,3
Squid 230g,https://www.yamibuy.com/en/p/squid-230g/1019065151,YUANYANG,$19.99,1,Squid 230g,1,,4
Dried QQ Fish Mild Spicy 50g,https://www.yamibuy.com/en/p/happy-party-dried-qq-fish/1019059821,HAPPY PARTY,,3,Dried QQ Fish Mild Spicy 50g,3,,5
Crab Chikuwa 45g,https://www.yamibuy.com/en/p/crab-chikuwa-45g/1019066171,MARUTAMA,$1.69,28,Crab Chikuwa 45g,28,,4.4
Marinated Fish Hot Miso Flavor 240g,https://www.yamibuy.com/en/p/dongdong-marinated-fish-hot-miso-flavor-240g/1019042271,DONGDONG,$5.99,33,Marinated Fish Hot Miso Flavor 240g,33,China,4.5
Roasted Squid Snack BBQ flavor 30g,https://www.yamibuy.com/en/p/jayone-roasted-squid-snack-bbq-flavor-30g/1019017541,JAYONE,$4.29,3,Roasted Squid Snack BBQ flavor 30g,3,Korea,2.3
Deep-ocean Little Fish Hot & Spicy 48g,https://www.yamibuy.com/en/p/deep-ocean-little-fish-hot-spicy-48g/1019062881,JINZAI,$1.39,13,Deep-ocean Little Fish Hot & Spicy 48g,13,Spicy Flavor,4.6
Roasted Fish Slices 40g,https://www.yamibuy.com/en/p/roasted-squid-slices-40g/1019065141,YUANYANG,$4.99,26,Roasted Fish Slices 40g,26,,4.7
Fried Dace With Salted Black Bean 227g,https://www.yamibuy.com/en/p/yuehua-fried-dace-with-salted-black-bean-227g/1019010371,YUEHUA,$3.69,41,Fried Dace With Salted Black Bean 227g,41,China,4.7
LAISpicy Giant Ezo Scallop 100g,https://www.yamibuy.com/en/p/laiyifen-spicy-giant-ezo-scallop-100g/1019048231,yifen,,29,LAISpicy Giant Ezo Scallop 100g,29,,4.9
Spicy Fish Snack (zuiyu) 80g,https://www.yamibuy.com/en/p/zhuayudemao-spicy-fish-snack-zuiyu-80g/1019010961,ZHUAYUDEMAO,$2.89,44,Spicy Fish Snack (zuiyu) 80g,44,,4.5
HUAWEN Spiced Fish Snack Tangcu 20pc,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-tangcu-20pc/1019009011,HUA WEN FOOD,$6.89,30,HUAWEN Spiced Fish Snack Tangcu 20pc,30,China,4.3
BRAND Ten Jang Prepared Fish Spicy 42.5g,https://www.yamibuy.com/en/p/ladybird-brand-ten-jang-prepared-fish-spicy-42-5g/1019008751,LADYBIRD,$1.69,44,BRAND Ten Jang Prepared Fish Spicy 42.5g,44,Thailand,4.2
Yesso Scallop 100g,https://www.yamibuy.com/en/p/bestore-yesso-scallop-100g/1019015621,BESTORE,$12.99,35,Yesso Scallop 100g,35,China,4.5
Spicy Seasoned Shredded Squid 170g,https://www.yamibuy.com/en/p/haitai-spicy-seasoned-shredded-squid-170g/1019008271,HAITAI,$6.89,38,Spicy Seasoned Shredded Squid 170g,38,Korea,4.4
YES SIR Crispy Dried Crab Spicy Flavor 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-crab-spicy-flavor-25g/1019017621,XIAXIANSHENG,$4.59,36,YES SIR Crispy Dried Crab Spicy Flavor 25g,36,Taiwan,4.3
Salted Egg Fish Skin Crunchy Crisps 125g,https://www.yamibuy.com/en/p/golden-duck-salted-egg-fish-skin-crunchy-crisp-125g/1019049571,Golden Duck,$12.99,17,Salted Egg Fish Skin Crunchy Crisps 125g,17,,4.4
CHIEN JUNG FOOD  Stir Fried Marlin Fish Floss 200g,https://www.yamibuy.com/en/p/chien-jung-food-stir-fried-marlin-fish-floss-200g/1019057181,CHIEN JUNG FOODS,$9.29,5,CHIEN JUNG FOOD  Stir Fried Marlin Fish Floss 200g,5,,5
Crispy Roasted Canned Eel 100g,https://www.yamibuy.com/en/p/hsintungyang-crispy-roasted-canned-eel-100g/1019056901,HSINTUNGYANG,$2.59,5,Crispy Roasted Canned Eel 100g,5,,4.4
Fish Skin Snacks-Salted Egg Yolk Flavor 90g,https://www.yamibuy.com/en/p/tkfood-fish-skin-snacks-salted-egg-yolk-flavored-90g/1019049091,TKFOOD,,20,Fish Skin Snacks-Salted Egg Yolk Flavor 90g,20,,4.4
HUAWEN Fried Fish  Hot & Spicy Flavor 110g【Best Before 8/13/2021】,https://www.yamibuy.com/en/p/huawen-fried-hot-spicy-fish-110g/1019030621,HUA WEN FOOD,,16,HUAWEN Fried Fish  Hot & Spicy Flavor 110g【Best Before 8/13/2021】,16,,4.7
LXS Dried Squid Larvae 230g,https://www.yamibuy.com/en/p/lxs-dried-squid-larvae-230g/1019044611,LAOXIANSHENG,$11.59,21,LXS Dried Squid Larvae 230g,21,China,4.4
LXS Dried Squid Slice 68g,https://www.yamibuy.com/en/p/lxs-dried-squid-slice-68g/1019044591,LAOXIANSHENG,$2.69,17,LXS Dried Squid Slice 68g,17,China,4.4
HUAWEN Spiced Fish Snack Soy Sauce Flavor 50g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-soy-sauce-flavor-50g/1019009021,HUA WEN FOOD,,16,HUAWEN Spiced Fish Snack Soy Sauce Flavor 50g,16,China,4.3
TAK SHING HONG Dried Scallop Original 113.4g,https://www.yamibuy.com/en/p/tak-shing-hong-dried-scallop-original-113-4g/1019009351,TSH,$18.99,5,TAK SHING HONG Dried Scallop Original 113.4g,5,Japan,4.4
Hot Prepared Shredded Squid 85g,https://www.yamibuy.com/en/p/jane-jane-hot-prepared-shredded-squid-85g/1019047691,JANE JANE,$4.89,11,Hot Prepared Shredded Squid 85g,11,Spicy Flavor,4.1
ENLIEN Grilled Cod Crisp 60g,https://www.yamibuy.com/en/p/enlien-grilled-cod-crisp-60g/1019055141,EASE TASTE,$2.39,21,ENLIEN Grilled Cod Crisp 60g,21,Fish Crisp,4.2
CHIEN JUNG FOOD Stir Fried Tuna Fish Floss 200g,https://www.yamibuy.com/en/p/chien-jung-food-stir-fried-tuna-fish-floss-200g/1019057211,CHIEN JUNG FOODS,$9.29,3,CHIEN JUNG FOOD Stir Fried Tuna Fish Floss 200g,3,,5
Fish Tofu Cake-Crab Flavor 20pcs 400g,https://www.yamibuy.com/en/p/yanting-fisherman-fish-tofu-cake-crab-flavor-20pcs-400g/1019022151,YANTING FISHERMAN,$5.69,17,Fish Tofu Cake-Crab Flavor 20pcs 400g,17,China,4
SHANGHAI Smoked Fish Spicy Flavor 250g,https://www.yamibuy.com/en/p/shanghai-smoked-fish-spicy-flavor-250g/1019033721,LAO DU AGRICULTURE,$9.99,4,SHANGHAI Smoked Fish Spicy Flavor 250g,Be the first!,China,4.2
Canned Bai-Top Shell Hot Flavor 400g,https://www.yamibuy.com/en/p/dong-won-canned-bai-top-shell-hot-flavor-400g/1019014911,DONG WON,$8.89,14,Canned Bai-Top Shell Hot Flavor 400g,14,Korea,3.6
Crab Sticks Cheese Flavor 35g,https://www.yamibuy.com/en/p/crab-sticks-cheese-35g/1019070201,INABA,$2.69,4,Crab Sticks Cheese Flavor 35g,4,,5
Abalone In Oyster Sauce,https://www.yamibuy.com/en/p/abalone-in-oyster-sauce-canned/1019063371,CAPTAIN JIANG,$13.99,,Abalone In Oyster Sauce,Be the first!,,
ENLIEN Charcoal BBQ Fish Sticks 85g,https://www.yamibuy.com/en/p/enlien-charcoal-bbq-fishstickes-85g/1019055131,EASE TASTE,$2.29,17,ENLIEN Charcoal BBQ Fish Sticks 85g,17,Grilled Fish Stick,3.3
TENGXIN FOODS Srab Sticker Spicy Flavor 30packs 600g,https://www.yamibuy.com/en/p/tengxin-foods-srab-sticker-spicy-flavor-30packs-600g/1019021651,HAIXIN,$5.89,14,TENGXIN FOODS Srab Sticker Spicy Flavor 30packs 600g,14,China,4
TONGRONG Pacific Saury In Tomato 230g,https://www.yamibuy.com/en/p/tongrong-pacific-saury-in-tomato-230g/1019048991,TONGYENG,,8,TONGRONG Pacific Saury In Tomato 230g,8,,4.4
Rosted Squid Snack Beef Rib Flavor 50g,https://www.yamibuy.com/en/p/keumhan-rosted-squid-snack-beef-rib-flavor-50g/1019047201,KEUMHAN,$5.99,8,Rosted Squid Snack Beef Rib Flavor 50g,8,,4.9
TENGXIN FOODS Srab Sticker Crab Flavor 600g,https://www.yamibuy.com/en/p/tengxin-foods-srab-sticker-crab-flavor-600g/1019021641,HAIXIN,$5.89,6,TENGXIN FOODS Srab Sticker Crab Flavor 600g,6,China,2.8
Grilled Squid Original Flavor 120g,https://www.yamibuy.com/en/p/yanghang-grilled-squid-original-flavor-120g/1019013701,YANGHANG,$4.49,8,Grilled Squid Original Flavor 120g,8,120g,4.2
TAK SHING HONG Dried Scallop Chilli 113.4g,https://www.yamibuy.com/en/p/tak-shing-hong-dried-scallop-chilli-113-4g/1019009361,TSH,$18.99,4,TAK SHING HONG Dried Scallop Chilli 113.4g,4,Japan,3
QingJiang Wild Fish (Hot Flavor) 110g,https://www.yamibuy.com/en/p/tulaohan-qingjiang-wild-fish-hot-flavor-110g/1019049561,TULAOHAN,$4.49,6,QingJiang Wild Fish (Hot Flavor) 110g,6,,4.8
Spicy Shirmp Cake 92g,https://www.yamibuy.com/en/p/bestore-spicy-shirmp-cake-92g/1019026611,BESTORE,$5.89,8,Spicy Shirmp Cake 92g,8,China,2.1
Dried Squid Oshaburi Yakiika 11g,https://www.yamibuy.com/en/p/kojima-dried-squid-oshaburi-yakiika-20g/1019047751,KOJIMA,$2.79,2,Dried Squid Oshaburi Yakiika 11g,2,,4
Fish Skin Crisps Spicy Oil Flavor 50g,https://www.yamibuy.com/en/p/fish-skin-chendu-spicy-oil-flacor-50g/1019069301,WEI BACK,,,Fish Skin Crisps Spicy Oil Flavor 50g,Be the first!,,
Spicy Hairtail 150g,https://www.yamibuy.com/en/p/spicy-hairtail-150g/1019063201,ZHIHAILE,$3.79,2,Spicy Hairtail 150g,2,Spicy Flavor,5
Fish Skins Red Curry Flavor 50g,https://www.yamibuy.com/en/p/dah-tien-fish-skins-red-curry-flv-50g/1019048701,DAH TIEN,$5.09,5,Fish Skins Red Curry Flavor 50g,5,,5
fried Salmon fish skin spicy & salted egg 100g,https://www.yamibuy.com/en/p/feilong-fried-salmon-fish-skin-spicy-salted-egg-100g/1019056161,FEILONG,$9.99,4,fried Salmon fish skin spicy & salted egg 100g,4,Spicy Slated Egg Yolk Flavor,4.2
FISH Snack Pickled Peeper Flavor 50g,https://www.yamibuy.com/en/p/xiangxiangzuifish-snack-pickled-peeper-flavor-50g/1019012031,XIANGXIANGZUI,$1.89,6,FISH Snack Pickled Peeper Flavor 50g,6,China,4.8
LINJU Crunch Fish  Original 20g,https://www.yamibuy.com/en/p/uh-po-crunch-original-20g/1019049071,DALITIANJIANG,$1.39,7,LINJU Crunch Fish  Original 20g,7,Original Flavor,3.7
Fish Skin Spicy Flavor 60g,https://www.yamibuy.com/en/p/wow-fish-spicy-flavor-60g/1019045401,Wow,$3.79,5,Fish Skin Spicy Flavor 60g,5,Spicy Flavor 60g,4.2
Spicy Crawfish 76g,https://www.yamibuy.com/en/p/bestore-spicy-crawfish-76g/1019026601,BESTORE,$9.99,5,Spicy Crawfish 76g,5,China,3.2
Seasoned Laver Salmon Flavor 18g,https://www.yamibuy.com/en/p/krm-seasoned-laver-salmon-18g/1019045641,KRM,$1.99,4,Seasoned Laver Salmon Flavor 18g,4,Salmon Flavor 18g,4
Shredd Jellyfish Spciy Flavor 150g,https://www.yamibuy.com/en/p/shredd-jellyfish-spciy-flavor-150g/1019063351,YIDA FOODS,$1.59,1,Shredd Jellyfish Spciy Flavor 150g,1,,4
Seasoned Laver BBQ Flavor 18g,https://www.yamibuy.com/en/p/krm-seasoned-laver-bbq-flavor-18g/1019045651,KRM,$1.99,3,Seasoned Laver BBQ Flavor 18g,3,BBQ Flavor 18g,5
Sanma Soy Sauce Flavor 150g,https://www.yamibuy.com/en/p/ssk-sales-sanma-soy-sauce-flavor-150g/1019014181,SSK SALES,$3.69,3,Sanma Soy Sauce Flavor 150g,3,Japan,4.3
Fish Snack Spicy Flavor 50g,https://www.yamibuy.com/en/p/xiangxiangzuifish-snack-spicy-flavor-50g/1019012041,XIANGXIANGZUI,$1.89,4,Fish Snack Spicy Flavor 50g,4,China,3.5
Mr.Searo 小鲸先生 Crispy Fish Slices (20g x 5 packs),https://www.yamibuy.com/en/p/mr-searo-crispy-fish-slices-20g-x-5-packs/1019046421,Mr.Searo小鲸先生,$5.59,,Mr.Searo 小鲸先生 Crispy Fish Slices (20g x 5 packs),Be the first!,,
Spicy Fish Snack (GuiFei) 80g,https://www.yamibuy.com/en/p/zhuayudemao-spicy-fish-snack-guifei-80g/1019010981,ZHUAYUDEMAO,$2.89,37,Spicy Fish Snack (GuiFei) 80g,37,China,4.5
Dried Bean Curb Chili Flavor 240g,https://www.yamibuy.com/en/p/txfood-dried-bean-curb-chili-flavor-240g/1019010601,TXFOOD,$5.89,28,Dried Bean Curb Chili Flavor 240g,28,China,4.4
HUAWEN Spiced Fish Snack Numb Spicy Flavor 50g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-numb-spicy-flavor-50g/1019009041,HUA WEN FOOD,,27,HUAWEN Spiced Fish Snack Numb Spicy Flavor 50g,27,China,4.3
Roasted & Spicy Seasoned Monkfish 160g,https://www.yamibuy.com/en/p/roasted-spicy-seasoned-monkfish-160g/1019047961,JAYONE,$10.99,23,Roasted & Spicy Seasoned Monkfish 160g,23,,4.6
Fried Fish Skin - Salty Egg Flavor 30g,https://www.yamibuy.com/en/p/shao-nv-hao-bai-fried-fish-skin-salty-egg-flavor/1019048331,SHAO NV HAO BAI,$3.19,26,Fried Fish Skin - Salty Egg Flavor 30g,26,Salted Egg Yolk Flavor,4.3
Spicy Roasted Sea Eel 65g,https://www.yamibuy.com/en/p/chinmi-spicy-roasted-sea-eel-65g/1019007991,CHINMI,$7.89,17,Spicy Roasted Sea Eel 65g,17,,4
I Feng Squid Series 70g,https://www.yamibuy.com/en/p/kou-show-i-feng-squid-series-70g/1019008561,KOU SHOW,$2.99,26,I Feng Squid Series 70g,26,China,3.9
TAKUMA Dried Crab 45g,https://www.yamibuy.com/en/p/takuma-dried-crab-45g/1019047361,OTHER BRANDS,$4.99,12,TAKUMA Dried Crab 45g,12,,3.3
Dried Fish with Spicy Peanuts 4 Pack*30g,https://www.yamibuy.com/en/p/yu-gan-de-yu-gan-dried-fish-with-mega-spicy-peanuts-4-pack-30g/1019061221,YU GAN DE YU GAN,$11.99,2,Dried Fish with Spicy Peanuts 4 Pack*30g,2,Spicy,4
YES SIR Crispy dried Crab-Plum 25g,https://www.yamibuy.com/en/p/yes-sir-crispy-dried-crab-plum-25g/1019047631,XIAXIANSHENG,$3.99,21,YES SIR Crispy dried Crab-Plum 25g,21,Crab-Plum Flavor,4
Fish Sausage Mayonnaise Flavor 400g,https://www.yamibuy.com/en/p/dalitianjiang-fish-sausage-mayonnaise-flavor-400g/1019027771,DALITIANJIANG,$9.89,13,Fish Sausage Mayonnaise Flavor 400g,13,Korea,3.8
Roasted Squid Snack Butter Flavor 50g,https://www.yamibuy.com/en/p/keumhan-rosted-squid-snack-butter-flavor-50g/1019047191,KEUMHAN,,16,Roasted Squid Snack Butter Flavor 50g,16,,5
Canned Tuna Red Pepper 150g*3,https://www.yamibuy.com/en/p/sajo-canned-tuna-red-pepper-150g-3/1019047171,Sajo,,7,Canned Tuna Red Pepper 150g*3,7,,4.3
Crispy Fried Fish Pickled Pepper Flavor 120g,https://www.yamibuy.com/en/p/bestore-crispy-fried-fish-pickled-pepper-flavor-120g/1019042661,BESTORE,$5.99,3,Crispy Fried Fish Pickled Pepper Flavor 120g,3,China,4.3
HUAWEN Spiced Fish Snack Sour Vegetable Flavor 240g,https://www.yamibuy.com/en/p/huawen-spiced-fish-snack-sour-vegetable-flavor-240g/1019013681,HUA WEN FOOD,$6.89,12,HUAWEN Spiced Fish Snack Sour Vegetable Flavor 240g,12,China,4.6
Japanese Miso Sardine Fish Can 100g * 10,https://www.yamibuy.com/en/p/nissui-japanese-miso-sardine-fish-can-100g-10/1019044451,NISSUI,,2,Japanese Miso Sardine Fish Can 100g * 10,2,Japan,5
Ex Squid Peanut Cracker (Ika Peana)  62g,https://www.yamibuy.com/en/p/kasugai-ex-squid-peanut-cracker-ika-peana-68g/1019046861,KASUGAI,$2.29,6,Ex Squid Peanut Cracker (Ika Peana)  62g,6,,5
TONGRONG Milkfish In Fish Tomato Sauce 230g,https://www.yamibuy.com/en/p/tongrong-milkfish-in-fish-tomato-sauce-230g/1019049001,TONGYENG,$2.69,11,TONGRONG Milkfish In Fish Tomato Sauce 230g,11,,4.1
KING'S Roasted Squid Shreds 8oz,https://www.yamibuy.com/en/p/king-s-roasted-squid-shreds-8oz/1019046491,KING’S,$19.99,11,KING'S Roasted Squid Shreds 8oz,11,,4.4
Seasoned Laver Pollack Roe Flavor 18g,https://www.yamibuy.com/en/p/krm-seasoned-laver-pollack-roe-flavor-18g/1019045631,KRM,$1.99,9,Seasoned Laver Pollack Roe Flavor 18g,9,Pollack Roe Flavor 18g,4.8
Fried Seasoned Anchovy Sesame Flavor 4.2oz,https://www.yamibuy.com/en/p/cc081-1-fried-seasoned-anchovy-with-sesame/1019046791,Three Deer,$5.99,1,Fried Seasoned Anchovy Sesame Flavor 4.2oz,1,,5
HONG KONG UNCHI Fish Skin Chips Black Pepper Flavor 110g,https://www.yamibuy.com/en/p/item/1019047701,Hong Kong Un Chi,$5.79,9,HONG KONG UNCHI Fish Skin Chips Black Pepper Flavor 110g,Be the first!,Black Pepper Flavor,4.3
ROFEEL VIKE Little Yellow Croaker Sichuan Spicy 320g,https://www.yamibuy.com/en/p/rofeel-vike-little-yellow-croaker-sichuan-spicy-320g/1019012861,乐惠ROFEEL,$5.89,14,ROFEEL VIKE Little Yellow Croaker Sichuan Spicy 320g,14,China,4.2
HUAWEN Marinated Fish Purple Sauce Flavor 110g,https://www.yamibuy.com/en/p/huawen-marinated-fish-purple-110g/1019030641,HUA WEN FOOD,,7,HUAWEN Marinated Fish Purple Sauce Flavor 110g,7,Sauce Flavor,4.7
Fried Dace with Salted Black Beans & Pepper 184g,https://www.yamibuy.com/en/p/ying-jin-qian-fried-dace-with-salted-black-beans-pepper-184g/1019048011,EAGLE COIN,$4.59,2,Fried Dace with Salted Black Beans & Pepper 184g,2,,5
Dried Fish Hot Spicy 50g,https://www.yamibuy.com/en/p/happy-party-dried-fish-hot-spicy-50g/1019016271,HAPPY PARTY,$2.19,12,Dried Fish Hot Spicy 50g,12,China,3.9
Fish Snack (Sweet & Sour)  20Pcs 260g,https://www.yamibuy.com/en/p/yanjinpuzi-fish-snack-sweet-amp-sour-20pcs-260g/1019016951,YANJINPUZI,$5.39,11,Fish Snack (Sweet & Sour)  20Pcs 260g,11,China,3.8
Canned Tuna Vegetable Flavor 150g*3,https://www.yamibuy.com/en/p/sajo-canned-tuna-vegetable-150g-3/1019047161,Sajo,,6,Canned Tuna Vegetable Flavor 150g*3,6,,5
WANG Canned Saury 396g,https://www.yamibuy.com/en/p/wang-canned-saury-396g/1019055741,WANG FOOD,$2.99,6,WANG Canned Saury 396g,6,,5
Seasoned Laver Original Flavor 12g,https://www.yamibuy.com/en/p/krm-seasoned-laver-original-flavor-12g/1019045621,KRM,$1.99,7,Seasoned Laver Original Flavor 12g,7,Original Flavor 12g,5
FSP Dried Black Bean Sauce Fish Spicy Flavor 184g,https://www.yamibuy.com/en/p/fsp-dried-black-bean-sauce-fish-spicy-184g/1019047871,FENGSHOUPAI,,6,FSP Dried Black Bean Sauce Fish Spicy Flavor 184g,6,Spicy Flavor,5
Fish Sausage Jalapeno Chesse Flavor 400g,https://www.yamibuy.com/en/p/dalitianjiang-fish-sausage-jalapeno-chesse-flavor-400g/1019027791,DALITIANJIANG,$9.89,9,Fish Sausage Jalapeno Chesse Flavor 400g,9,Korea,3.3
Fried Salmon Fish Skin Salted Egg 100g,https://www.yamibuy.com/en/p/feilong-fried-salmon-fish-skin-salted-egg-100g/1019056151,FEILONG,$9.99,3,Fried Salmon Fish Skin Salted Egg 100g,3,Salted Egg Flavor,5
Roasted Squid Snack Butter Flavor 30g,https://www.yamibuy.com/en/p/jayone-roasted-squid-snack-butter-flavor-30g/1019017531,JAYONE,$4.39,4,Roasted Squid Snack Butter Flavor 30g,4,Korea,2.8
Cod Fish Stick Hot Spicy Flavor 18*20pcs,https://www.yamibuy.com/en/p/haoyudao-cod-fish-stick-hot-spicy-flavor-18-20pcs/1019033241,HAOYUDAO,$6.49,1,Cod Fish Stick Hot Spicy Flavor 18*20pcs,Be the first!,China,3
PENGUIN Pacific Saury&Kimchi In Can 380g,https://www.yamibuy.com/en/p/penguin-pacific-saury-kimchi-in-can-380g/1019048121,PENGUIN'S,$4.59,1,PENGUIN Pacific Saury&Kimchi In Can 380g,1,,4
PENGUIN Pacific Saury Boiled In Can 400g,https://www.yamibuy.com/en/p/penguin-pacific-saury-boiled-in-can-400g/1019048131,PENGUIN'S,$4.59,,PENGUIN Pacific Saury Boiled In Can 400g,Be the first!,,
Fish Skin Crisps Barbecue Flavor 50g,https://www.yamibuy.com/en/p/fish-skin-barbecue-flavor-50g/1019069291,WEI BACK,,,Fish Skin Crisps Barbecue Flavor 50g,Be the first!,,
Fried Crispy Shrimps 40g,https://www.yamibuy.com/en/p/fried-crisp-shrimps-40g/1019063251,HUAJING,$2.69,,Fried Crispy Shrimps 40g,Be the first!,Crisp Fired Flavor,
CHUNG CHOU CITY Dried Seaweed 50g,https://www.yamibuy.com/en/p/chung-chou-city-dried-seaweed-50g/3030006861,Chungchou City,$2.99,1,CHUNG CHOU CITY Dried Seaweed 50g,1,,5
[China Direct Mail] Baicao Flavor-Squid Squid Dried Squid Snacks 80g,https://www.yamibuy.com/en/p/china-direct-mail-baicao-flavor-squid-squid-dried-squid-snacks-80g-3/3019063671,BE & CHEERY,$12.90,,[China Direct Mail] Baicao Flavor-Squid Squid Dried Squid Snacks 80g,Be the first!,,
